Readable ID,Firestore ID,Title,Category Readable ID,Category Name,Category Level,Date,Tags,,Tag,About,Who,Who-code,What,What-code,When,Where,Type,Title
what-activities-did-you,8fnCYBc1MvP44ozbRhz9,What activities did you participate in outside of college?,what-activities-did-you,What activities did you participate in outside of college?,3,2025-05-23T00:38:13.880Z,,,College,,Self,2,College,47,,,Story,Adulthood > College > What activities did you participate in outside of college?
what-college-achievements-are,M5MQpAG1gNd5zsYvpTCQ,What college achievements are you proud of?,what-college-achievements-are,What college achievements are you proud of?,3,2025-05-23T00:38:20.060Z,,,College,,Self,2,College,47,,,Story,Adulthood > College > What college achievements are you proud of?
what-traditions-did-you,h3NA1NDtY9wZnz8ELxtA,What traditions did you participate in?,what-traditions-did-you,What traditions did you participate in?,3,2025-05-23T00:38:13.346Z,,,College,,Self,2,College,47,,,Story,Adulthood > College > What traditions did you participate in?
what-was-your-major-and-why,yDCX0lTMUBRwnPsnRlNq,What was your major and why?,what-was-your-major-and-why,What was your major and why?,3,2025-05-23T00:37:43.766Z,,,College,,Self,2,College,47,,,Story,Adulthood > College > What was your major and why?
what-was-your-schedule-like,AJCwB7gUKjDROB35yzPb,What was your schedule like?,what-was-your-schedule-like,What was your schedule like?,3,2025-05-23T00:38:17.247Z,,,College,,Self,2,College,47,,,Story,Adulthood > College > What was your schedule like?
what-were-your-friends-like-in,OY06lKGrPkSgyWGK3jJJ,What were your friends like in college?,what-were-your-friends-like-in,What were your friends like in college?,3,2025-05-23T00:37:44.496Z,,,College,,Self,2,College,47,,,Story,Adulthood > College > What were your friends like in college?
what-were-your-most-least,HyVssd5Nr0m2EJemRyXD,What were your most/least favorite college courses?,what-were-your-most-least,What were your most/least favorite college courses?,3,2025-05-23T00:37:50.351Z,,,College,,Self,2,College,47,,,Story,Adulthood > College > What were your most/least favorite college courses?
what-social-experiences-shaped,3xOziG7X3pBGlTIhrQ8O,"What
social experiences shaped you?",what-social-experiences-shaped,"What
social experiences shaped you?",3,2025-05-23T00:38:25.634Z,,,College,,Self,2,College,47,,,Story,"Adulthood > College > What
social experiences shaped you?"
what-s-one-thing-you-wish-you,A43F0sHSfjxuNAw35WZu,"What's one thing you wish you'd known
before going to college?",what-s-one-thing-you-wish-you,"What's one thing you wish you'd known
before going to college?",3,2025-05-23T00:37:37.782Z,,,College,,Self,2,College,47,,,Story,"Adulthood > College > What's one thing you wish you'd known
before going to college?"
where-did-you-live-during,vYjMPONMnWgg3gtHA3p6,Where did you live during college?,where-did-you-live-during,Where did you live during college?,3,2025-05-23T00:38:29.947Z,,,College,,Self,2,College,47,,,Story,Adulthood > College > Where did you live during college?
who-were-your-influential,7LeY2q5pqGyrE6aSMD59,Who were your influential professors?,who-were-your-influential,Who were your influential professors?,3,2025-05-23T00:37:56.225Z,,,College,,Self,2,College,47,,,Story,Adulthood > College > Who were your influential professors?
who-were-your-roommates,dv6tg0hSZEwJy45chNJ5,Who were your roommates?,who-were-your-roommates,Who were your roommates?,3,2025-05-23T00:37:42.764Z,,,College,,Self,2,College,47,,,Story,Adulthood > College > Who were your roommates?
why-did-you-transfer-to,yHJyoM9G9FIjxApk4td8,"Why
did you transfer to Clemson?",why-did-you-transfer-to,"Why
did you transfer to Clemson?",3,2025-05-23T00:37:53.535Z,,,College,,Self,2,College,47,,,Story,"Adulthood > College > Why
did you transfer to Clemson?"
what-advice-would-you-give-to,pi0FhPm5YkOJenjKsghN,"What advice would you give to a family
member about college?",what-advice-would-you-give-to,"What advice would you give to a family
member about college?",3,2025-05-23T00:38:06.880Z,,,College Reflection,,Self,2,College,47,,,Reflection,"Adulthood > College > What advice would you give to a family
member about college?"
first-disappointment,Ogf1rcqDu1SQAmcfO7mo,First Disappointment,first-disappointment,First Disappointment,4,2025-05-23T00:38:13.513Z,,,Companionship,,Self,2,Companionship,23,,,Story,THEMES > Relationships > When was your first kiss? > First Disappointment
have-you-ever-had-your-heart,AeMiOw3CHDGIEeZ14Fj9,Have you ever had your heart broken?,have-you-ever-had-your-heart,Have you ever had your heart broken?,3,2025-05-23T00:38:31.684Z,,,Companionship,,Self,2,Companionship,23,,,Story,THEMES > Relationships > Have you ever had your heart broken?
how-did-you-meet-your-wife,1E6YpszttZjIkQkQmo3u,How did you meet your wife?,how-did-you-meet-your-wife,How did you meet your wife?,3,2025-05-23T00:38:00.711Z,,,Companionship,,Self,2,Companionship,23,,,Story,THEMES > Relationships > How did you meet your wife?
how-have-love-relationships,c2u3A1rZymxo9QTS1NkA,How have love relationships influenced you?,how-have-love-relationships,How have love relationships influenced you?,3,2025-05-23T00:38:10.479Z,,,Companionship,,Self,2,Companionship,23,,,Story,THEMES > Relationships > How have love relationships influenced you?
spin-the-bottle,U8tQRKFbesEaVVkVFzIt,Spin the Bottle,spin-the-bottle,Spin the Bottle,4,2025-05-23T00:37:38.224Z,,,Companionship,,Self,2,Companionship,23,,,Story,THEMES > Relationships > When was your first kiss? > Spin the Bottle
unavoidable-fight,GRdHG0r24DOK9Ga13QCo,Unavoidable Fight,unavoidable-fight,Unavoidable Fight,4,2025-05-23T00:38:04.131Z,,,Companionship,,Self,2,Companionship,23,,,Story,THEMES > Relationships > When was your first kiss? > Unavoidable Fight
what-is-your-definition-of,6nJYVA7iy5310WWzgO4M,What is your definition of love?,what-is-your-definition-of,What is your definition of love?,3,2025-05-23T00:38:02.742Z,,,Companionship,,Self,2,Companionship,23,,,Story,THEMES > Relationships > What is your definition of love?
what-is-your-idea-of-perfect,Br2bWrLPgcLrf2hxXWGO,What is your idea of perfect happiness?,what-is-your-idea-of-perfect,What is your idea of perfect happiness?,3,2025-05-23T00:37:53.779Z,,,Companionship,,Self,2,Companionship,23,,,Story,THEMES > Relationships > What is your idea of perfect happiness?
what-was-it-like-the-first,3TnjZZdOAG5Snsy5q5Ky,What was it like the first time you fell in love?,what-was-it-like-the-first,What was it like the first time you fell in love?,3,2025-05-23T00:37:53.214Z,,,Companionship,,Self,2,Companionship,23,,,Story,THEMES > Relationships > What was it like the first time you fell in love?
what-was-one-of-the-most,lFdV9a6nhcnCnOSZT3qk,What was one of the most romantic moments in your life?,what-was-one-of-the-most,What was one of the most romantic moments in your life?,3,2025-05-23T00:38:30.442Z,,,Companionship,,Self,2,Companionship,23,,,Story,THEMES > Relationships > What was one of the most romantic moments in your life?
when-was-your-first-girlfriend,QrZoEsMvDBi2FUU7MXNZ,When was your first girlfriend?,when-was-your-first-girlfriend,When was your first girlfriend?,3,2025-05-23T00:37:50.058Z,,,Companionship,,Self,2,Companionship,23,,,Story,THEMES > Relationships > When was your first girlfriend?
when-was-your-first-kiss,ApwCPQxsYSBaVEnXzBAM,When was your first kiss?,when-was-your-first-kiss,When was your first kiss?,3,2025-05-23T00:37:50.280Z,,,Companionship,,Self,2,Companionship,23,,,Story,THEMES > Relationships > When was your first kiss?
chief-financial-officer,hzhxEoEiv8EgcTxIrUOz,Chief Financial Officer,chief-financial-officer,Chief Financial Officer,4,2025-05-23T00:37:59.076Z,,,Dune,,Self,2,Dune,63,,,Story,Adulthood > Career > Dune Medical > Chief Financial Officer
chief-financial-officer,y4Z3fr8k7vRD5OYJDf8i,Chief Financial Officer,chief-financial-officer,Chief Financial Officer,4,2025-05-23T00:38:15.057Z,,,Dune,,Self,2,Dune,63,,,Story,Adulthood > Career > Dune Medical > Chief Financial Officer
camp-greenville,8fRgOLdwhnx9OmiuHo2h,Camp Greenville,camp-greenville,Camp Greenville,4,2025-05-23T00:38:19.288Z,,,Elementary,,Self,2,Elementary,41,,,Story,Preschool > Elementary School > What do you remember outside of school about this time? > Camp Greenville
poor-frog,3k3qRDCr9bOrP4cZQBVx,Poor Frog,poor-frog,Poor Frog,4,2025-05-23T00:37:39.051Z,,,Elementary,,Self,2,Elementary,41,,,Story,Preschool > Elementary School > What do you remember outside of school about this time? > Poor Frog
sheet-parachute,1eupFh5QtZyZ8z1HQCbT,Sheet Parachute,sheet-parachute,Sheet Parachute,4,2025-05-23T00:37:38.664Z,,,Elementary,,Self,2,Elementary,41,,,Story,Preschool > Elementary School > What do you remember outside of school about this time? > Sheet Parachute
wood-s-lake,7o7Uj5KwvMi1nbbDrZdN,Wood�s Lake,wood-s-lake,Wood�s Lake,4,2025-05-23T00:38:08.984Z,,,Elementary,,Self,2,Elementary,41,,,Story,Preschool > Elementary School > What do you remember outside of school about this time? > Wood�s Lake
award-winning-decorations,g5ojFngy2vGOtBDET4lI,Award Winning Decorations,award-winning-decorations,Award Winning Decorations,4,2025-05-23T00:38:09.683Z,,,Elementary,,Self,2,Elementary,41,,,Story,Preschool > Elementary School > What do you remember outside of school about this time? > Award Winning Decorations
bambi,HIuAdRhD6E3xzhfXnpW8,Bambi,bambi,Bambi,4,2025-05-23T00:38:03.063Z,,,Elementary,,Self,2,Elementary,41,,,Story,Preschool > Elementary School > What do you remember outside of school about this time? > Bambi
battle-scars,OjEyrS4zLFL94CDYv00n,"Battle
Scars",battle-scars,"Battle
Scars",4,2025-05-23T00:37:49.324Z,,,Elementary,,Self,2,Elementary,41,,,Story,"Preschool > Elementary School > What do you remember outside of school about this time? > Battle
Scars"
bicycles-in-the-mud,oLOw7NWsoxVM5h62wtUi,Bicycles in the Mud,bicycles-in-the-mud,Bicycles in the Mud,4,2025-05-23T00:38:19.452Z,,,Elementary,,Self,2,Elementary,41,,,Story,Preschool > Elementary School > What do you remember outside of school about this time? > Bicycles in the Mud
big-brother-tricks,TOmAQ1fR8xb5rV7oS8sJ,Big Brother Tricks,big-brother-tricks,Big Brother Tricks,4,2025-05-23T00:37:59.774Z,,,Elementary,,Self,2,Elementary,41,,,Story,Preschool > Elementary School > What do you remember outside of school about this time? > Big Brother Tricks
boy-scout-accident,oW0J7dQdXw5AJfEQLOcY,Boy Scout Accident,boy-scout-accident,Boy Scout Accident,4,2025-05-23T00:38:05.040Z,,,Elementary,,Self,2,Elementary,41,,,Story,Preschool > Elementary School > What do you remember outside of school about this time? > Boy Scout Accident
brick-on-a-string,jfi3MAAl5eyLNKV04gig,Brick on a String,brick-on-a-string,Brick on a String,4,2025-05-23T00:37:55.210Z,,,Elementary,,Self,2,Elementary,41,,,Story,Preschool > Elementary School > What do you remember outside of school about this time? > Brick on a String
burning-leaves,K1LCWfCw7M4RbbD7gb1n,Burning Leaves,burning-leaves,Burning Leaves,4,2025-05-23T00:38:04.425Z,,,Elementary,,Self,2,Elementary,41,,,Story,Preschool > Elementary School > What do you remember outside of school about this time? > Burning Leaves
burning-leaves,ssTHIspkSqG7eGuFHRWs,Burning Leaves,burning-leaves,Burning Leaves,4,2025-05-23T00:38:19.129Z,,,Elementary,,Self,2,Elementary,41,,,Story,Preschool > Elementary School > What do you remember outside of school about this time? > Burning Leaves
cement-fight,RFLVT3z90Mb4lKTBjWtq,Cement Fight,cement-fight,Cement Fight,4,2025-05-23T00:38:23.085Z,,,Elementary,,Self,2,Elementary,41,,,Story,Preschool > Elementary School > What do you remember outside of school about this time? > Cement Fight
christmas-tree,hZdn9WewdjBHLGYsySrj,Christmas Tree,christmas-tree,Christmas Tree,4,2025-05-23T00:38:30.782Z,,,Elementary,,Self,2,Elementary,41,,,Story,Preschool > Elementary School > What do you remember outside of school about this time? > Christmas Tree
constant-competition,nblrnPAmdjrsIEoB71HQ,Constant Competition,constant-competition,Constant Competition,4,2025-05-23T00:38:14.200Z,,,Elementary,,Self,2,Elementary,41,,,Story,Preschool > Elementary School > What do you remember outside of school about this time? > Constant Competition
creative-mishaps,xcwylEex1TF2o8RBHuL9,"Creative
Mishaps",creative-mishaps,"Creative
Mishaps",4,2025-05-23T00:37:46.583Z,,,Elementary,,Self,2,Elementary,41,,,Story,"Preschool > Elementary School > What do you remember outside of school about this time? > Creative
Mishaps"
creighton-street,Btrn5oYp8GmDhQfxeVjb,Creighton Street,creighton-street,Creighton Street,4,2025-05-23T00:38:01.433Z,,,Elementary,,Self,2,Elementary,41,,,Story,Preschool > Elementary School > What do you remember outside of school about this time? > Creighton Street
cub-scouts,J8gY21JGcagkHdzgcoee,Cub Scouts,cub-scouts,Cub Scouts,4,2025-05-23T00:37:38.741Z,,,Elementary,,Self,2,Elementary,41,,,Story,Preschool > Elementary School > What do you remember outside of school about this time? > Cub Scouts
did-you-ever-get-in-trouble-at,bC8APiEOmQncI3VuSlsI,"Did you ever get in
trouble at school as a child?",did-you-ever-get-in-trouble-at,"Did you ever get in
trouble at school as a child?",3,2025-05-23T00:38:20.372Z,,,Elementary,,Self,2,Elementary,41,,,Story,"Preschool > Elementary School > Did you ever get in
trouble at school as a child?"
fifth-grade,gRmmOeZJcIMjpsug32KU,Fifth Grade,fifth-grade,Fifth Grade,4,2025-05-23T00:37:40.476Z,,,Elementary,,Self,2,Elementary,41,,,Story,Preschool > Elementary School > What do you remember from elementary school? > Fifth Grade
first-grade,YHwL9XtfZUbirgmh769l,First Grade,first-grade,First Grade,4,2025-05-23T00:37:59.153Z,,,Elementary,,Self,2,Elementary,41,,,Story,Preschool > Elementary School > What do you remember from elementary school? > First Grade
first-pet,ttnlDGYbQ0LkxsgPDpzU,First Pet,first-pet,First Pet,4,2025-05-23T00:37:56.918Z,,,Elementary,,Self,2,Elementary,41,,,Story,Preschool > Elementary School > What do you remember outside of school about this time? > First Pet
first-black-person,zZv3V7nz3NZqi2DgAkXa,"First
Black Person",first-black-person,"First
Black Person",4,2025-05-23T00:37:38.369Z,,,Elementary,,Self,2,Elementary,41,,,Story,"Preschool > Elementary School > What do you remember outside of school about this time? > First
Black Person"
flying-glass,yIQOHnRMT949GeRqzUJb,Flying Glass,flying-glass,Flying Glass,4,2025-05-23T00:37:43.590Z,,,Elementary,,Self,2,Elementary,41,,,Story,Preschool > Elementary School > What do you remember outside of school about this time? > Flying Glass
fourth-grade,O5oFJXafKmej1xN4ZqZh,Fourth Grade,fourth-grade,Fourth Grade,4,2025-05-23T00:37:50.975Z,,,Elementary,,Self,2,Elementary,41,,,Story,Preschool > Elementary School > What do you remember from elementary school? > Fourth Grade
haircuts,PeWYXsn6AyBWCEwsLO1R,Haircuts,haircuts,Haircuts,4,2025-05-23T00:38:01.049Z,,,Elementary,,Self,2,Elementary,41,,,Story,Preschool > Elementary School > What do you remember outside of school about this time? > Haircuts
home-life,wn0sZdadePAzKbNFY00W,Home Life,home-life,Home Life,4,2025-05-23T00:38:03.730Z,,,Elementary,,Self,2,Elementary,41,,,Story,Preschool > Elementary School > What do you remember outside of school about this time? > Home Life
how-did-you-get-to-school,QyAH2KmefM7ZS9aIZHmY,How did you get to school?,how-did-you-get-to-school,How did you get to school?,3,2025-05-23T00:38:04.206Z,,,Elementary,,Self,2,Elementary,41,,,Story,Preschool > Elementary School > How did you get to school?
knocked-his-teeth-out,iMTkhaf6mgNbh6cCZwBj,"Knocked His
Teeth Out",knocked-his-teeth-out,"Knocked His
Teeth Out",4,2025-05-23T00:38:17.166Z,,,Elementary,,Self,2,Elementary,41,,,Story,"Preschool > Elementary School > What do you remember outside of school about this time? > Knocked His
Teeth Out"
manmade-sledding,XE0Q9KJn06VFhkPtkkYR,"Manmade
Sledding",manmade-sledding,"Manmade
Sledding",4,2025-05-23T00:38:16.402Z,,,Elementary,,Self,2,Elementary,41,,,Story,"Preschool > Elementary School > What do you remember outside of school about this time? > Manmade
Sledding"
mistletoe,LJCGwCNdBFJzYlfNvMjg,Mistletoe,mistletoe,Mistletoe,4,2025-05-23T00:38:25.544Z,,,Elementary,,Self,2,Elementary,41,,,Story,Preschool > Elementary School > What do you remember outside of school about this time? > Mistletoe
my-baseball-experience,QNaroKYmCPIVZNA6xxL5,My Baseball Experience,my-baseball-experience,My Baseball Experience,4,2025-05-23T00:38:24.511Z,,,Elementary,,Self,2,Elementary,41,,,Story,Preschool > Elementary School > What do you remember outside of school about this time? > My Baseball Experience
my-bike,pW3uOueQ3MBonely8FHg,My Bike,my-bike,My Bike,4,2025-05-23T00:38:28.715Z,,,Elementary,,Self,2,Elementary,41,,,Story,Preschool > Elementary School > What do you remember outside of school about this time? > My Bike
o-wah-tay-goo-si-am,PvtwGccCBO3HF9bG2xPv,O Wah Tay Goo Si Am,o-wah-tay-goo-si-am,O Wah Tay Goo Si Am,4,2025-05-23T00:37:50.133Z,,,Elementary,,Self,2,Elementary,41,,,Story,Preschool > Elementary School > What do you remember outside of school about this time? > O Wah Tay Goo Si Am
penny-collection,OfyCWPAKQICPoSJd4BqE,Penny Collection,penny-collection,Penny Collection,4,2025-05-23T00:38:28.061Z,,,Elementary,,Self,2,Elementary,41,,,Story,Preschool > Elementary School > What do you remember outside of school about this time? > Penny Collection
pinewood-derby,wtoMixN79Fh7G5GPJMXQ,Pinewood Derby,pinewood-derby,Pinewood Derby,4,2025-05-23T00:38:27.097Z,,,Elementary,,Self,2,Elementary,41,,,Story,Preschool > Elementary School > What do you remember outside of school about this time? > Pinewood Derby
punt-pass-kick,m3Jks5f0X8jHimOIYHux,"Punt, Pass & Kick",punt-pass-kick,"Punt, Pass & Kick",4,2025-05-23T00:37:59.623Z,,,Elementary,,Self,2,Elementary,41,,,Story,"Preschool > Elementary School > What do you remember outside of school about this time? > Punt, Pass & Kick"
second-grade,UdGflhxnIAzCzF3u1ZJE,Second Grade,second-grade,Second Grade,4,2025-05-23T00:37:51.877Z,,,Elementary,,Self,2,Elementary,41,,,Story,Preschool > Elementary School > What do you remember from elementary school? > Second Grade
sheltered,0W1yQz3e6YULj8bz6vAG,Sheltered,sheltered,Sheltered,4,2025-05-23T00:38:11.144Z,,,Elementary,,Self,2,Elementary,41,,,Story,Preschool > Elementary School > What do you remember outside of school about this time? > Sheltered
summer-movies,T0jxgUtRBOuGLHL9iWT2,Summer Movies,summer-movies,Summer Movies,4,2025-05-23T00:37:44.083Z,,,Elementary,,Self,2,Elementary,41,,,Story,Preschool > Elementary School > How did you spend summers? > Summer Movies
the-fire,APpzzuOcoD5M3h91TGho,The Fire,the-fire,The Fire,4,2025-05-23T00:38:20.145Z,,,Elementary,,Self,2,Elementary,41,,,Story,Preschool > Elementary School > What do you remember outside of school about this time? > The Fire
the-runaways,DDFcpEiqGpMBe9clFMF9,The Runaways,the-runaways,The Runaways,4,2025-05-23T00:38:15.380Z,,,Elementary,,Self,2,Elementary,41,,,Story,Preschool > Elementary School > What do you remember outside of school about this time? > The Runaways
the-tattle-tail,XFUiLBiVMxns4bFHaeSz,The Tattle Tail,the-tattle-tail,The Tattle Tail,4,2025-05-23T00:37:45.447Z,,,Elementary,,Self,2,Elementary,41,,,Story,Preschool > Elementary School > What do you remember outside of school about this time? > The Tattle Tail
the-tattle-tail,w8gB5nEzVJG2YLbdAtlE,The Tattle Tail,the-tattle-tail,The Tattle Tail,4,2025-05-23T00:38:28.883Z,,,Elementary,,Self,2,Elementary,41,,,Story,Preschool > Elementary School > What do you remember outside of school about this time? > The Tattle Tail
the-violin,CmWBk9QRBCOWqNPam16p,The Violin,the-violin,The Violin,4,2025-05-23T00:37:40.866Z,,,Elementary,,Self,2,Elementary,41,,,Story,Preschool > Elementary School > What school activities did you participate in? > The Violin
third-grade,WJDzT7ARTbZPoJIVSRZK,Third Grade,third-grade,Third Grade,4,2025-05-23T00:38:24.924Z,,,Elementary,,Self,2,Elementary,41,,,Story,Preschool > Elementary School > What do you remember from elementary school? > Third Grade
three-men-died,IWE1iQFDTisPosPmvuZd,Three Men Died,three-men-died,Three Men Died,4,2025-05-23T00:38:29.605Z,,,Elementary,,Self,2,Elementary,41,,,Story,Preschool > Elementary School > What do you remember outside of school about this time? > Three Men Died
times-were-different,0cyYWfjaQYMypE7cdXRr,Times Were Different,times-were-different,Times Were Different,4,2025-05-23T00:38:14.832Z,,,Elementary,,Self,2,Elementary,41,,,Story,"Preschool > Elementary School > Did you ever get in
trouble at school as a child? > Times Were Different"
umbrella-parachute,XdrNu64N0fJeQTPrECq3,Umbrella Parachute,umbrella-parachute,Umbrella Parachute,4,2025-05-23T00:38:05.730Z,,,Elementary,,Self,2,Elementary,41,,,Story,Preschool > Elementary School > What do you remember outside of school about this time? > Umbrella Parachute
were-you-shy-or-outgoing,BoVMmJAOvb9em7aJ0smv,Were you shy or outgoing?,were-you-shy-or-outgoing,Were you shy or outgoing?,3,2025-05-23T00:37:49.979Z,,,Elementary,,Self,2,Elementary,41,,,Story,Preschool > Elementary School > Were you shy or outgoing?
what-chores-did-you-have,jNkFgeaMf22D1UvKEXYp,What chores did you have?,what-chores-did-you-have,What chores did you have?,3,2025-05-23T00:37:44.726Z,,,Elementary,,Self,2,Elementary,41,,,Story,Preschool > Elementary School > What chores did you have?
what-did-you-do-after-school,xiSonoKxr7dwzI0erkaa,What did you do after school?,what-did-you-do-after-school,What did you do after school?,3,2025-05-23T00:37:48.650Z,,,Elementary,,Self,2,Elementary,41,,,Story,Preschool > Elementary School > What did you do after school?
what-did-you-do-during-recess,9HQ6Umn05CnRegw2PTQg,What did you do during recess?,what-did-you-do-during-recess,What did you do during recess?,3,2025-05-23T00:37:42.197Z,,,Elementary,,Self,2,Elementary,41,,,Story,Preschool > Elementary School > What did you do during recess?
what-games-did-you-play-at,8NnS0mORXQq2Qt8wUXiH,What games did you play at school?,what-games-did-you-play-at,What games did you play at school?,3,2025-05-23T00:37:47.650Z,,,Elementary,,Self,2,Elementary,41,,,Story,Preschool > Elementary School > What games did you play at school?
what-was-your-daily-routine,rjPWp1eXUYUeu5kuQXML,What was your daily routine?,what-was-your-daily-routine,What was your daily routine?,3,2025-05-23T00:37:43.014Z,,,Elementary,,Self,2,Elementary,41,,,Story,Preschool > Elementary School > What was your daily routine?
what-were-family-dinners-like,YRz4yukJQXWX16CD8LJt,What were family dinners like?,what-were-family-dinners-like,What were family dinners like?,3,2025-05-23T00:38:20.713Z,,,Elementary,,Self,2,Elementary,41,,,Story,Preschool > Elementary School > What were family dinners like?
what-were-you-like-in,tiKWd7LT9i2RJjqDHwek,What were you like in Elementary School?,what-were-you-like-in,What were you like in Elementary School?,3,2025-05-23T00:37:52.575Z,,,Elementary,,Self,2,Elementary,41,,,Story,Preschool > Elementary School > What were you like in Elementary School?
what-elementary-school-did-you,cNcN3fyUigAQl5uD13sQ,"What
elementary school did you attend?",what-elementary-school-did-you,"What
elementary school did you attend?",3,2025-05-23T00:37:49.025Z,,,Elementary,,Self,2,Elementary,41,,,Story,"Preschool > Elementary School > What
elementary school did you attend?"
who-were-your-favorite,ZYCS9W2SlD7LKq13keyU,Who were your favorite teachers?,who-were-your-favorite,Who were your favorite teachers?,3,2025-05-23T00:38:31.453Z,,,Elementary,,Self,2,Elementary,41,,,Story,Preschool > Elementary School > Who were your favorite teachers?
who-were-your-role-models,AOKSPIpA4AcqBsMzLe5S,Who were your role models?,who-were-your-role-models,Who were your role models?,3,2025-05-23T00:38:18.738Z,,,Elementary,,Self,2,Elementary,41,,,Story,Preschool > Elementary School > Who were your role models?
yard-on-fire,A3YawWFkxFiTIOuhyYlu,Yard on Fire,yard-on-fire,Yard on Fire,4,2025-05-23T00:38:12.438Z,,,Elementary,,Self,2,Elementary,41,,,Story,Preschool > Elementary School > What do you remember outside of school about this time? > Yard on Fire
ymca-days,0VEZQQaiOLGVyCqP6pQP,YMCA Days,ymca-days,YMCA Days,4,2025-05-23T00:38:24.025Z,,,Elementary,,Self,2,Elementary,41,,,Story,Preschool > Elementary School > What do you remember outside of school about this time? > YMCA Days
yo-yos,RZMTeiPtWd99vImEcHzj,Yo-Yos,yo-yos,Yo-Yos,4,2025-05-23T00:38:07.285Z,,,Elementary,,Self,2,Elementary,41,,,Story,Preschool > Elementary School > What do you remember outside of school about this time? > Yo-Yos
teaching-elizabeth-to-drive,BhKfiBNmCFDnUSfWdQdb,"Teaching
Elizabeth to Drive",teaching-elizabeth-to-drive,"Teaching
Elizabeth to Drive",4,2025-05-23T00:38:08.917Z,,,Elizabeth,,Self,2,Elizabeth,41,,,Story,"Adulthood > Parenthood > Elizabeth > Teaching
Elizabeth to Drive"
what-constants-endure,r4IDELu8NS9SMZ4dje09,What constants endure?,what-constants-endure,What constants endure?,3,2025-05-23T00:37:40.632Z,,,Reflection,,Self,2,Personal,29,,,Reflection,THEMES > Era Overview > What constants endure?
the-bond-motto,cT9uUNGfY2OAE39NJC1H,The Bond Motto,the-bond-motto,The Bond Motto,4,2025-05-23T00:38:11.552Z,,,Family Names,,Self,2,Family Names,32,,,Story,Introduction > Family Names > What do you know about the family origins? > The Bond Motto
the-bond-side,rxbic4tSPQSe4VBwD3Hz,The Bond Side,the-bond-side,The Bond Side,4,2025-05-23T00:37:53.054Z,,,Family Names,,Self,2,Family Names,32,,,Story,Introduction > Family Names > What do you know about the family origins? > The Bond Side
the-davis-motto,mIEVhOr5ZJpsvaskD704,The Davis Motto,the-davis-motto,The Davis Motto,4,2025-05-23T00:37:39.274Z,,,Family Names,,Self,2,Family Names,32,,,Story,Introduction > Family Names > What do you know about the family origins? > The Davis Motto
what-do-you-know-about-the,dZV3F4pO9lr50zKdRpP9,What do you know about the family origins?,what-do-you-know-about-the,What do you know about the family origins?,3,2025-05-23T00:37:43.844Z,,,Family Names,,Self,2,Family Names,32,,,Story,Introduction > Family Names > What do you know about the family origins?
what-is-the-story-behind-the,xd6My9u0WAA3RE9cWCp6,What is the story behind the family names?,what-is-the-story-behind-the,What is the story behind the family names?,3,2025-05-23T00:38:18.665Z,,,Family Names,,Self,2,Family Names,32,,,Story,Introduction > Family Names > What is the story behind the family names?
beer,8PvP6uIHrfd4Z7I1WX6G,Beer,beer,Beer,4,2025-05-23T00:38:08.684Z,,,Favorites,,Self,2,Personal,29,,,Reflection,THEMES > Miscellaneous > Favorites > Beer
color,APknaSoEHcD9SDFonsBi,Color,color,Color,4,2025-05-23T00:37:58.261Z,,,Favorites,,Self,2,Personal,29,,,Reflection,THEMES > Miscellaneous > Favorites > Color
dessert,oLpWGPlZPkvjvpEHBuQP,Dessert,dessert,Dessert,4,2025-05-23T00:38:06.729Z,,,Favorites,,Self,2,Personal,29,,,Reflection,THEMES > Miscellaneous > Favorites > Dessert
ice-cream,jUU47Y6WwcRrFPZrzRWD,Ice Cream,ice-cream,Ice Cream,4,2025-05-23T00:38:07.525Z,,,Favorites,,Self,2,Personal,29,,,Reflection,THEMES > Miscellaneous > Favorites > Ice Cream
restaurants,8k26hmgz0TtpT5wtEBZI,Restaurants,restaurants,Restaurants,4,2025-05-23T00:38:28.535Z,,,Favorites,,Self,2,Personal,29,,,Reflection,THEMES > Miscellaneous > Favorites > Restaurants
sandwich,omgy03ITOhtSY95DyyIS,Sandwich,sandwich,Sandwich,4,2025-05-23T00:38:14.509Z,,,Favorites,,Self,2,Personal,29,,,Reflection,THEMES > Miscellaneous > Favorites > Sandwich
wine,8vmjhBYSbOYe6C8yc8lB,Wine,wine,Wine,4,2025-05-23T00:38:12.267Z,,,Favorites,,Self,2,Personal,29,,,Reflection,THEMES > Miscellaneous > Favorites > Wine
early-memories-of-money,b4ZRWcGEf2th5PLqTQcE,Early Memories of Money,early-memories-of-money,Early Memories of Money,4,2025-05-23T00:38:15.685Z,,,Financial,,Self,2,Financial,54,,,Story,THEMES > Financial > What are your views on money? > Early Memories of Money
first-purchased-house,RLT4JNJcwsuMmRSYMT7E,First Purchased House,first-purchased-house,First Purchased House,4,2025-05-23T00:37:51.691Z,,,Financial,,Self,2,Financial,54,,,Story,THEMES > Financial > What are your views on money? > First Purchased House
first-semester-college-money,toH3r6KfoHUsZv2UUZAF,First Semester College Money,first-semester-college-money,First Semester College Money,4,2025-05-23T00:38:27.019Z,,,Financial,,Self,2,Financial,54,,,Story,THEMES > Financial > What are your views on money? > First Semester College Money
