Readable ID,Firestore ID,Name,Category Level,Display Level,Parent Readable ID,Parent Name,Order,Full Path
dessert,Eke9mq3OGZxe3T9AnqjH,"Dessert",4,4,favorites,"Favorites",4,"THEMES > Miscellaneous > Favorites > Dessert"
fear-of-mice,ElIB0l0mdokgUIcVGpRG,"Fear of Mice",4,4,what-beliefs-or-values-did-he,"What beliefs or values did he instill in you?",7,"Introduction > My Father > What beliefs or values did he instill in you? > Fear of Mice"
what-hobbies-did-you-pursue,EtgQb4DpRUKRY5qbFKjj,"What hobbies did you pursue?",3,3,parenthood,"Parenthood",44,"Adulthood > Parenthood > What hobbies did you pursue?"
what-technology-transformed,ExQmzaolddsEXXAzFY0a,"What technology transformed life?",3,3,parenthood,"Parenthood",85,"Adulthood > Parenthood > What technology transformed life?"
the-2010-s,EzDPICFFlo1IOIQ0UXNO,"The 2010�s",2,2,the-decades,"The Decades",6,"The Decades > The 2010�s"
who-were-your-roommates,F2xPY4emVSygmThdVbvn,"Who were your roommates?",3,3,college,"College",16,"Adulthood > College > Who were your roommates?"
how-have-you-changed-over-time,F7yarYeUtzTyR0JtT701,"How have you changed over time?",3,3,personal,"Personal",9,"THEMES > Personal > How have you changed over time?"
man-on-the-moon,F83jWGksIud0YR5WYwV8,"Man on the Moon",4,4,society-culture,"Society & Culture",6,"The Decades > The 1960�s > Society & Culture > Man on the Moon"
what-music-was-important-to,F8kc5BLxdXLGJsOHvMJ8,"What music was important to you?",3,3,high-school,"High School",37,"Preschool > High School > What music was important to you?"
what-is-it-like-being-a-father,FFBqS0XLD6JJZQwXxtbn,"What is it like being a father?",3,3,parenthood,"Parenthood",0,"Adulthood > Parenthood > What is it like being a father?"
have-you-ever-missed-a-flight,FITpeR9t54ni3zetH4XV,"Have you ever missed a flight?",3,3,music,"Music",5,"THEMES > Music > Have you ever missed a flight?"
how-did-your-parents-meet,FKZDCuNpKw8erqZ1xmxc,"How did your parents meet?",3,3,their-partnership,"Their Partnership",0,"Introduction > Their Partnership > How did your parents meet?"
how-did-you-maintain,FLuzS8dC4dCk4MQdurrA,"How did you maintain relationships?",3,3,parenthood,"Parenthood",68,"Adulthood > Parenthood > How did you maintain relationships?"
how-did-location-affect-family,FMSmEx5Hy16Y92hNkzxT,"How did location affect family?",3,3,parenthood,"Parenthood",41,"Adulthood > Parenthood > How did location affect family?"
when-was-your-mother-born,FRPaoXQcqRXjT8BdlFUe,"When was your mother born?",3,3,my-mother,"My Mother",0,"Introduction > My Mother > When was your mother born?"
what-did-you-find-challenging,FUX5ogfGsknrzNhQJvX8,"What did you find challenging?",3,3,middle-school,"Middle School",6,"Preschool > Middle School > What did you find challenging?"
how-has-life-turned-out,FbEHisjjEWx6C9wXHWXv,"How has life turned out differently than you imagined?",3,3,differences,"Differences",0,"THEMES > Differences > How has life turned out differently than you imagined?"
extended-family,FbflPyvbtotzQQJUQudx,"Extended Family",3,3,parenthood,"Parenthood",110,"Adulthood > Parenthood > Extended Family"
what-activities-do-you-enjoy,FfZQXBWgFErNIJPLUxeO,"What activities do you enjoy together?",3,3,parenthood,"Parenthood",107,"Adulthood > Parenthood > What activities do you enjoy together?"
dune-medical,FgJBciNwpmVOQx5Oy19o,"Dune Medical",3,3,career,"Career",9,"Adulthood > Career > Dune Medical"
how-did-your-views-on-love,FgVEjMBfzkMwsBAI6R0b,"How did your views on love change?",3,3,childhood-reflection,"Childhood Reflection",39,"Preschool > Childhood Reflection > How did your views on love change?"
what-impact-did-she-have-on,Fm0lca6OVFE4a13h3dfS,"What impact did she have on your life?",3,3,unnamed,"",0,"Introduction >  > What impact did she have on your life?"
how-did-family-meals-change,FwNQQXyxLfsvI5oG9eEq,"How did family meals change?",3,3,high-school,"High School",34,"Preschool > High School > How did family meals change?"
how-much-did-things-cost-in,FwXPU3g77rbUvBYBISTv,"How much did things cost in 1959?",3,3,my-birth,"My Birth",8,"Introduction > My Birth > How much did things cost in 1959?"
glad-you-got-to-meet-me,FwdZ3hws0Y5RMGDZnVp9,"�Glad you got to meet me!�",4,4,vacations,"Vacations",1,"THEMES > Vacations > �Glad you got to meet me!�"
what-wisdom-emerged,FxdnAzHspbpeH3yjjF8C,"What wisdom emerged?",3,3,era-overview,"Era Overview",11,"THEMES > Era Overview > What wisdom emerged?"
difficult,FxyKHPwmnGWGF3GR9LXq,"Difficult?",3,3,miscellaneous,"Miscellaneous",22,"THEMES > Miscellaneous > Difficult?"
first-moon-walk,G0TVgtzMmfrwpb92447R,"First Moon Walk",4,4,what-cultural-shifts,"What cultural shifts influenced you?",0,"THEMES > Historical Events > What cultural shifts influenced you? > First Moon Walk"
1998,G3oBascq3HSxcTqBjBY3,"1998",4,4,the-1990-s,"The 1990�s",8,"The Decades > The 1990�s > 1998"
what-role-do-you-play-in-their,G3wjNffoLzZFnDOWGaWn,"What role do you play in their lives?",3,3,parenthood,"Parenthood",104,"Adulthood > Parenthood > What role do you play in their lives?"
what-do-you-think-are-the,G6tzdovwfo60tvJ9Q7Nz,"What do you think are the secrets to a happy relationship?",3,3,relationships,"Relationships",8,"THEMES > Relationships > What do you think are the secrets to a happy relationship?"
what-is-your-idea-of-perfect,G9dAor67QSWjJLovZljH,"What is your idea of perfect happiness?",3,3,relationships,"Relationships",6,"THEMES > Relationships > What is your idea of perfect happiness?"
what-risks-paid-off,GCr9TTIse3KoiofVkgrp,"What risks paid off?",3,3,personal,"Personal",3,"THEMES > Personal > What risks paid off?"
what-stories-do-you-remember,GFjSAlbpoesEBUF2biQc,"What stories do you remember of them dating?",3,3,their-partnership,"Their Partnership",1,"Introduction > Their Partnership > What stories do you remember of them dating?"
social,GKg3LzEZAvad4madK6Hk,"Social",3,3,high-school,"High School",20,"Preschool > High School > Social"
who-were-your-favorite,GKpPvVpuRVvcOhQfhmZG,"Who were your favorite teachers?",3,3,elementary-school,"Elementary School",4,"Preschool > Elementary School > Who were your favorite teachers?"
how-has-music-influenced-your,GLHRDSlhMbdX6DtozqEF,"How
has music influenced your life?",3,3,music,"Music",0,"THEMES > Music > How
has music influenced your life?"
were-you-well-behaved-or-a,GMmcnFQ9AlBOs4HvdT6k,"Were you well-behaved
or a rebel?",3,3,childhood-reflection,"Childhood Reflection",2,"Preschool > Childhood Reflection > Were you well-behaved
or a rebel?"
what-situations-challenged-you,GMqmkBBCBZDHtukTbxeS,"What situations challenged you?",3,3,childhood-reflection,"Childhood Reflection",27,"Preschool > Childhood Reflection > What situations challenged you?"
finance-director-international,GQXWe8l1nL05AaF0iKXx,"Finance Director, International",4,4,harris-3m,"Harris/3M",7,"Adulthood > Career > Harris/3M > Finance Director, International"
1976,GT4y1Q8GxQNJyFbygwDy,"1976,",4,4,the-1970-s-economics,"The 1970�s - Economics",6,"The Decades > The 1970�s - Economics > 1976,"
the-1970-s-economics,GTWPUbW6oZjCD0wH2twI,"The 1970�s - Economics",2,2,the-decades,"The Decades",2,"The Decades > The 1970�s - Economics"
personal,GZGxQwxAtptZ5M9cywTy,"Personal",3,3,parenthood,"Parenthood",87,"Adulthood > Parenthood > Personal"
what-stories-do-you-remember,GaieroEyo8wV87msgfOe,"What stories do you remember about her?",3,3,unnamed,"",1,"Introduction >  > What stories do you remember about her?"
what-was-your-favorite-sport,Gb2IMSKVPK0kivU3SDU4,"What was your favorite sport?",3,3,sports,"Sports",2,"THEMES > Sports > What was your favorite sport?"
what-legacy-began-forming,GgS4RDPZraY4kg6qNQ3I,"What legacy began forming?",3,3,parenthood,"Parenthood",95,"Adulthood > Parenthood > What legacy began forming?"
first-lesson-about-fire,GievYpDCXMfJXtqkuZKS,"First Lesson About Fire",4,4,what-do-you-remember-from-this,"What do you remember from this period?",8,"Preschool > What do you remember from this period? > First Lesson About Fire"
what-progress-encourages-you,GixCJzkzcYgnkltPGnbv,"What progress encourages you?",3,3,era-overview,"Era Overview",2,"THEMES > Era Overview > What progress encourages you?"
what-is-your-definition-of,GjP2FkCljb8HGHcKs79u,"What is your definition of love?",3,3,relationships,"Relationships",3,"THEMES > Relationships > What is your definition of love?"
what-family-conflicts-occurred,GlYpd3F3N9cPKgrRKtn2,"What family conflicts occurred?",3,3,high-school,"High School",28,"Preschool > High School > What family conflicts occurred?"
what-business-economic,GmD3BcKBGT3KuWIcHOeN,"What business/economic conditions affected you?",3,3,high-school,"High School",42,"Preschool > High School > What business/economic conditions affected you?"
advice,GoYFDQxTqiI1OQkMNzPY,"Advice",2,2,themes,"THEMES",23,"THEMES > Advice"
what-stories-do-you-remember,GpboNWFiRzMjiQKlQdSY,"What stories do you remember about him?",3,3,my-paternal-grandfather,"My
Paternal Grandfather",2,"Introduction > My
Paternal Grandfather > What stories do you remember about him?"
least-favorites,Gs9MMN47Oqlt9ydHtkUd,"Least Favorites",4,4,food,"Food",3,"THEMES > Food > Least Favorites"
nicknames,GuzQwDiSqAUkpcuy6ODT,"Nicknames",4,4,where-did-you-live-during,"Where did you live during college?",0,"Adulthood > College > Where did you live during college? > Nicknames"
did-you-ever-rebel,Gv7UTw47nVbO6giFc7IH,"Did you ever rebel?",3,3,their-partnership,"Their Partnership",5,"Introduction > Their Partnership > Did you ever rebel?"
what-home-improvements-did-you,GxBxzV8vi6FO1C9iZm12,"What home improvements did you make?",3,3,parenthood,"Parenthood",36,"Adulthood > Parenthood > What home improvements did you make?"
what-roles-did-you-take-on,H6NH6u85rWBbMmGjdjoP,"What roles did you take on?",3,3,childhood-reflection,"Childhood Reflection",4,"Preschool > Childhood Reflection > What roles did you take on?"
windsurfing-in-aruba,HBoGkzZexefe7IeAI2tc,"Windsurfing in Aruba",4,4,did-you-ever-take-any-great,"Did you ever take any great road trips?",8,"THEMES > Music > Did you ever take any great road trips? > Windsurfing in Aruba"
their-partnership,HCexjlmE7hdJQXW2VCBk,"Their Partnership",2,2,introduction,"Introduction",6,"Introduction > Their Partnership"
what-makes-you-scared,HEYS3pRMoLT2yReUY364,"What makes you Scared?",3,3,miscellaneous,"Miscellaneous",28,"THEMES > Miscellaneous > What makes you Scared?"
muddy-bikes,HJ9OSbm9cuikWqhDO381,"Muddy Bikes",4,4,what-stories-do-you-remember,"What stories do you remember about her?",2,"Introduction > My Paternal Grandmother > What stories do you remember about her? > Muddy Bikes"
what-concerns-you,HJCtzCDKywCuJ7DWWhar,"What concerns you?",3,3,era-overview,"Era Overview",18,"THEMES > Era Overview > What concerns you?"
third-grade,HPDToFrCs8CdATFe77Mw,"Third Grade",4,4,what-do-you-remember-from,"What do you remember from elementary school?",2,"Preschool > Elementary School > What do you remember from elementary school? > Third Grade"
waiter-cried,HQVcqCqivWBgBtaJHf2N,"Waiter Cried",4,4,how-did-you-choose-a-major,"How did you choose a major?",25,"Adulthood > Graduate School > How did you choose a major? > Waiter Cried"
remote-work-vs-in-office-work,HRqBo4CtPW0nAWILY7Zf,"Remote Work vs. In-Office Work:",4,4,wages,"Wages",1,"THEMES > Issues > Wages > Remote Work vs. In-Office Work:"
what-was-the-name-of-your,HVMXWijKSz4ngnsBmEOJ,"What was the name of your middle school?",3,3,middle-school,"Middle School",0,"Preschool > Middle School > What was the name of your middle school?"
chief-financial-officer,HbvgrkwfpJCdwG5kz5iu,"Chief Financial Officer",4,4,dune-medical,"Dune Medical",0,"Adulthood > Career > Dune Medical > Chief Financial Officer"
travelling-baseball,Hk1JRqrNpHX8007AI2bR,"Travelling Baseball",4,4,have-you-ever-missed-a-flight,"Have you ever missed a flight?",1,"THEMES > Music > Have you ever missed a flight? > Travelling Baseball"
how-have-your-political,Hl28B4HK6dn5n46Pscbh,"How have your political opinions changed over time?",3,3,politics,"Politics",2,"THEMES > Politics > How have your political opinions changed over time?"
how-did-you-pick-a-major-in,HlVJSUGsZFpqzYPDkdLp,"How did you pick a major in graduate
school?",3,3,graduate-school,"Graduate School",1,"Adulthood > Graduate School > How did you pick a major in graduate
school?"
2024,Hy1RLhQEn2LKE3NOsMmi,"2024",4,4,business,"Business",4,"The Decades > The 2020�s > Business > 2024"
woodbine-terrace,HyZr3uKFEwJfLK3NaTO2,"Woodbine Terrace",4,4,what-do-you-remember-from-this,"What do you remember from this period?",5,"Preschool > What do you remember from this period? > Woodbine Terrace"
what-brings-greatest,I7XyemdIi6u7ftrkANch,"What brings greatest satisfaction?",3,3,personal,"Personal",14,"THEMES > Personal > What brings greatest satisfaction?"
what-were-your-first-odd-jobs,IA7psLMF6Q86N9ly1G19,"What were your first odd jobs?",3,3,career,"Career",0,"Adulthood > Career > What were your first odd jobs?"
were-the-classes-hard,IAI2IlGOZfPKJyQtgKHf,"Were the classes hard?",3,3,college,"College",15,"Adulthood > College > Were the classes hard?"
2015,IEwm79jswById7i0a9DL,"2015",4,4,business,"Business",5,"The Decades > The 2010�s > Business > 2015"
how-did-you-plan-retirement,IGqzBZ8NWYoLE6BspEOy,"How did you plan retirement?",3,3,financial,"Financial",20,"THEMES > Financial > How did you plan retirement?"
were-your-parents-strict-or,IGwig9FsuiMelPGYkYkC,"Were your parents strict or relaxed?",3,3,their-partnership,"Their Partnership",4,"Introduction > Their Partnership > Were your parents strict or relaxed?"
what-risks-did-you-take,IP8u8coqWC6jMg0ptete,"What risks did you take?",3,3,career-reflection,"Career Reflection",39,"Adulthood > Career Reflection > What risks did you take?"
how-did-you-choose-a-major,IRT95xyLYnCtR3offhh7,"How did you choose a major?",3,3,graduate-school,"Graduate School",2,"Adulthood > Graduate School > How did you choose a major?"
what-mistakes-have-you-made,Iadm80T9YEcUOKLUprmx,"What mistakes have you made?",3,3,blessings,"Blessings",5,"THEMES > Blessings > What mistakes have you made?"
what-entertainment-did-you,Iaw6KFSnFn3h4CKJqFd7,"What entertainment did you enjoy?",3,3,parenthood,"Parenthood",45,"Adulthood > Parenthood > What entertainment did you enjoy?"
first-disappointment,Ie6hak2nBNA3G476kZO6,"First Disappointment",4,4,when-was-your-first-kiss,"When was your first kiss?",2,"THEMES > Relationships > When was your first kiss? > First Disappointment"
who-mentored-you,IifCgqtbZqE19hNYOySY,"Who mentored you?",3,3,career-reflection,"Career Reflection",50,"Adulthood > Career Reflection > Who mentored you?"
social-and-cultural-topics,IkPXwU1LyhHJFyj5KJgX,"Social and Cultural Topics",3,3,issues,"Issues",4,"THEMES > Issues > Social and Cultural Topics"
my-mother,ImV9zfzIjhUYawrES6Op,"My Mother",2,2,introduction,"Introduction",5,"Introduction > My Mother"
what-roles-did-extended-family,IpA18y0wdqUOMiZYRfdp,"What roles did extended family play?",3,3,parenthood,"Parenthood",26,"Adulthood > Parenthood > What roles did extended family play?"
sheltered,IpyuMfCXRKuxd027XBZu,"Sheltered",4,4,what-do-you-remember-outside,"What do you remember outside of school about this time?",22,"Preschool > Elementary School > What do you remember outside of school about this time? > Sheltered"
what-family-gatherings-occur,IruWFTYu5C3Dr1ZeHBCc,"What family gatherings occur?",3,3,parenthood,"Parenthood",112,"Adulthood > Parenthood > What family gatherings occur?"
my-maternal-grandmother,Iswx81gF7vZXunScbcRv,"My Maternal Grandmother",2,2,introduction,"Introduction",13,"Introduction > My Maternal Grandmother"
minimum-wage,Iu9rpoBPUqBZD3I7D5vT,"Minimum Wage?",4,4,wages,"Wages",0,"THEMES > Issues > Wages > Minimum Wage?"
era-overview,IweWIkcPHmbXbtgweo7V,"Era Overview",2,2,themes,"THEMES",19,"THEMES > Era Overview"
do-you-believe-in-ghosts,Iyzi15hTdB52BRIgWghQ,"Do you believe in
ghosts?",3,3,miscellaneous,"Miscellaneous",0,"THEMES > Miscellaneous > Do you believe in
ghosts?"
director-of-latin-american,J2pdn3r03PCt2KwpCkJh,"Director of Latin American Operations",4,4,university-of-south-carolina,"University of South Carolina",5,"Adulthood > Career > University of South Carolina > Director of Latin American Operations"
elementary-reflection,J423fQecai8COty43Uig,"Elementary Reflection",3,3,elementary-school,"Elementary School",10,"Preschool > Elementary School > Elementary Reflection"
what-cultural-events,J5S8jVtquOhW0yAkEV1S,"What cultural events influenced you?",3,3,middle-school,"Middle School",11,"Preschool > Middle School > What cultural events influenced you?"
what-adventures-did-you-have,JJ17R0zyo3TRMS3nc7Mf,"What adventures did you have?",3,3,childhood-reflection,"Childhood Reflection",22,"Preschool > Childhood Reflection > What adventures did you have?"
making-decisions,JKmJlzMvhKxlBeIr1bwx,"Making Decisions",4,4,what-do-you-admire-most-about,"What do you admire most about your father?",1,"Introduction > My Father > What do you admire most about your father? > Making Decisions"
what-was-something-that-was,JM19kQQz7Sbe4JXXCky9,"What was something that was particularly
surprising to you when you had your first, second, third child?",3,3,parenthood,"Parenthood",7,"Adulthood > Parenthood > What was something that was particularly
surprising to you when you had your first, second, third child?"
harris-3m,JPK9TOJnRrCskwHeLzYl,"Harris/3M",3,3,career,"Career",4,"Adulthood > Career > Harris/3M"
what-joys-sustain-you,JQjRdNi5l9CJY4cbBLoQ,"What joys sustain you?",3,3,personal,"Personal",19,"THEMES > Personal > What joys sustain you?"
what-was-an-important-lesson,JVU8qkIRa5IJ8nig2IkE,"What was an important lesson parents taught, lived by shared with kids?",3,3,their-partnership,"Their Partnership",7,"Introduction > Their Partnership > What was an important lesson parents taught, lived by shared with kids?"
what-reflections-do-you-have,JVvJP4BiKjrVpGg5TLZg,"What reflections do you have about your grandparents?",3,3,my-grand-parents,"My Grand Parents",0,"Introduction > My Grand Parents > What reflections do you have about your grandparents?"
the-beach,Ja5vY8NnzQYwHtfNZNor,"The Beach",4,4,vacations,"Vacations",3,"THEMES > Vacations > The Beach"
what-political-changes,JaPoafLMIkyOfyd8UmXN,"What political changes affected you?",3,3,historical-events,"Historical Events",1,"THEMES > Historical Events > What political changes affected you?"
what-did-you-do-for-fun,Jee5EVyPERlISU8f90zW,"What did you do for fun?",3,3,high-school,"High School",22,"Preschool > High School > What did you do for fun?"
what-hope-persists,JfLZScLBCnrbGiWJq9fk,"What hope persists?",3,3,era-overview,"Era Overview",15,"THEMES > Era Overview > What hope persists?"
what-challenged-you-most,JhwGwW56rXOx5YPJgexY,"What challenged you most?",3,3,high-school,"High School",16,"Preschool > High School > What challenged you most?"
what-were-your-surpirses,JrnIGBkrjOzk9OMl6m9q,"What were your surpirses",3,3,blessings,"Blessings",3,"THEMES > Blessings > What were your surpirses"
what-would-you-do-differently,JswfXoWvZSmyqf4qYWiy,"What would you do differently?",3,3,blessings,"Blessings",6,"THEMES > Blessings > What would you do differently?"
move-to-europe,JtT0DqETM3EjsK5reuhw,"Move to Europe",4,4,harris-3m,"Harris/3M",4,"Adulthood > Career > Harris/3M > Move to Europe"
how-did-friendships-change,JtZq8Gim49NF9f1i4lkF,"How did friendships change?",3,3,parenthood,"Parenthood",65,"Adulthood > Parenthood > How did friendships change?"
what-financial-challenges,JxQ1hCfgfzvlCfQ8lNxT,"What financial challenges arose?",3,3,financial,"Financial",11,"THEMES > Financial > What financial challenges arose?"
the-bicentennial,JxkNmgMpKLy4VuDkW5Sb,"The Bicentennial",4,4,what-was-your-least-favorite,"What was your least favorite class?",0,"Preschool > High School > What was your least favorite class? > The Bicentennial"
electric,K4MnGQZ5xkPLJ8FzhTc9,"Electric",4,4,what-inventions-have-had-the,"What inventions have had the biggest impact
on your day-to-day life?",8,"THEMES > Technology > What inventions have had the biggest impact
on your day-to-day life? > Electric"
companionship,K8nfzCk0FqL9ucscPEEn,"Companionship",3,3,childhood-reflection,"Childhood Reflection",36,"Preschool > Childhood Reflection > Companionship"
which-past-time-would-you-like,KABW0C95L1BrLv8iTLMX,"Which past time would you like to travel to?",3,3,miscellaneous,"Miscellaneous",4,"THEMES > Miscellaneous > Which past time would you like to travel to?"
legacy-thoughts,KGZQnCk1lTCLmwaGgPpR,"Legacy Thoughts",3,3,introduction,"Introduction",0,"Introduction > Legacy Thoughts"
what-values-do-you-hope-to,KNs1hm5zSkDfk6TmJ54x,"What values do you hope to pass on?",3,3,parenthood,"Parenthood",106,"Adulthood > Parenthood > What values do you hope to pass on?"
what-car-trouble-have-you-had,KQ86dvsApY4R3ARKNoa6,"What car trouble have you had?",3,3,cars,"Cars",2,"THEMES > Cars > What car trouble have you had?"
muhammed-ali,KS3Zpiv263hY8gizQtfW,"Muhammed Ali",4,4,society-culture,"Society & Culture",8,"The Decades > The 1960�s > Society & Culture > Muhammed Ali"
what-relationships-matter-most,KTCtMD6g6qgWis6OI5DE,"What relationships matter most?",3,3,personal,"Personal",16,"THEMES > Personal > What relationships matter most?"
what-possibilities-excite,KVn1W9Zmz1fEIybQqgKj,"What possibilities excite?",3,3,the-future,"The Future",6,"Adulthood > The Future > What possibilities excite?"
what-gives-life-meaning,KYDd2WtUOJ1TJsVaJZmX,"What gives life meaning?",3,3,personal,"Personal",17,"THEMES > Personal > What gives life meaning?"
do-you-have-a-dream-you-haven,KfE70UwdxeegXjVV6aRH,"Do you have a dream you haven't achieved
yet? Will you keep trying?",3,3,the-future,"The Future",1,"Adulthood > The Future > Do you have a dream you haven't achieved
yet? Will you keep trying?"
what-disappointments-did-you,KjHtYxOAZl5XEphRkTBn,"What disappointments did you have?",3,3,career-reflection,"Career Reflection",53,"Adulthood > Career Reflection > What disappointments did you have?"
1965,Ku1EBHdFOBSyE1iR1h9N,"1965",4,4,business,"Business",5,"The Decades > The 1960�s > Business > 1965"
coconut-cake,Kwvtd2dGrawSnceMZQns,"Coconut Cake",4,4,what-stories-do-you-remember,"What stories do you remember about her?",4,"Introduction > My Paternal Grandmother > What stories do you remember about her? > Coconut Cake"
what-was-your-most-important,KzOkUI1Bs9DcGPv6qQQI,"What was your most important decision?",3,3,miscellaneous,"Miscellaneous",9,"THEMES > Miscellaneous > What was your most important decision?"
given-imaging,LE77FDpaews7aPaM9gv3,"Given Imaging",3,3,career,"Career",8,"Adulthood > Career > Given Imaging"
what-learning-experiences-did,LFTQbjanLN2BaJVAEJyG,"What learning experiences did you have?",3,3,high-school,"High School",18,"Preschool > High School > What learning experiences did you have?"
golf-team-disappointment,LJ6WqN16hrBdMa187wSv,"Golf Team Disappointment",4,4,did-you-participate-in-high,"Did
you participate in high school sports?",3,"Preschool > High School > Did
you participate in high school sports? > Golf Team Disappointment"
who-was-your-maternal,LKDAw98HOSf2KWxRvHom,"Who was your maternal grandmother?",3,3,my-maternal-grandmother,"My Maternal Grandmother",0,"Introduction > My Maternal Grandmother > Who was your maternal grandmother?"
2006,LKM9bH8urUen10f4J0iY,"2006",4,4,the-2000-s,"The
2000�s",6,"The Decades > The
2000�s > 2006"
2021,LKg8rBlPHxNXbao96tPl,"2021",4,4,business,"Business",1,"The Decades > The 2020�s > Business > 2021"
2001,LKz3zs1KTgnmXTthaZww,"2001",4,4,the-2000-s,"The
2000�s",1,"The Decades > The
2000�s > 2001"
what-wisdom-surprised-you,LOTeoi0Xrcn5t1J5YI00,"What wisdom surprised you?",3,3,personal,"Personal",12,"THEMES > Personal > What wisdom surprised you?"
who-did-you-look-up-to-then,LPiRFGC99Xbs2ubz8WIx,"Who did you look up to then and now?",3,3,advice,"Advice",9,"THEMES > Advice > Who did you look up to then and now?"
where-was-your-father-born,LQ5znrTrRCwsNnQXnrwH,"Where was your father born?",3,3,my-father,"My Father",1,"Introduction > My Father > Where was your father born?"
arrogance-cost-me,LRCNvrWgf7NuYmcdzcQ5,"Arrogance Cost Me",4,4,why-did-you-transfer-to,"Why
did you transfer to Clemson?",3,"Adulthood > College > Why
did you transfer to Clemson? > Arrogance Cost Me"
green-hole,LROqitSW4aJqZJlY2SEf,"Green Hole",4,4,what-memories-do-you-have-of,"What memories do you have of college?",12,"Adulthood > College > What memories do you have of college? > Green Hole"
what-beliefs-changed,LUSP6iKQEas6iy0hxJ3O,"What beliefs changed?",3,3,parenthood,"Parenthood",51,"Adulthood > Parenthood > What beliefs changed?"
what-cultural-shifts,LYN5fPEgK2ORRFUA6Pqc,"What cultural shifts influenced you?",3,3,historical-events,"Historical Events",4,"THEMES > Historical Events > What cultural shifts influenced you?"
college-golf,Lcrchs8kimIr58CnIMwG,"College Golf",4,4,did-you-participate-in-high,"Did
you participate in high school sports?",6,"Preschool > High School > Did
you participate in high school sports? > College Golf"
what-was-your-schedule-like,LmDia5HjFgD3fR4a3Iu9,"What was your schedule like?",3,3,college,"College",18,"Adulthood > College > What was your schedule like?"
snoring-keeping-santa-away,LsfIhZlFwPEiLzoVO2az,"Snoring Keeping Santa Away",4,4,holidays,"Holidays",0,"THEMES > Holidays > Snoring Keeping Santa Away"
differences,Lt0gEcEN8RcLKOjAUF7f,"Differences",2,2,themes,"THEMES",21,"THEMES > Differences"
is-there-a-sporting-event-you,LvwPH8gcUBJTuURSc2dq,"Is there a sporting event you remember as a kid?",3,3,sports,"Sports",7,"THEMES > Sports > Is there a sporting event you remember as a kid?"
how-did-your-family-support,LyACqHR8UhwSBgw2KlSl,"How did your family support you?",3,3,high-school,"High School",30,"Preschool > High School > How did your family support you?"
what-is-your-best-advice-when,M0QO79jhYf2cPwrOVE8W,"What is your best
advice when it comes to work?",3,3,personal-reflection,"Personal Reflection",4,"Adulthood > Personal Reflection > What is your best
advice when it comes to work?"
apartment-roommate,M3KtU84htYI9rsNhpa3b,"Apartment Roommate",4,4,how-did-you-choose-a-major,"How did you choose a major?",14,"Adulthood > Graduate School > How did you choose a major? > Apartment Roommate"
jerry-pierson,M6Xlwc0BPDWYcjmMDKwV,"Jerry Pierson",4,4,who-was-your-worst-boss,"Who was your worst boss?",2,"Adulthood > Career Reflection > Who was your worst boss? > Jerry Pierson"
ski-trips,M7XobUtpf5UME6sGLEbL,"Ski Trips",4,4,did-you-ever-take-any-great,"Did you ever take any great road trips?",4,"THEMES > Music > Did you ever take any great road trips? > Ski Trips"
who-remained-close,M91qBrp0F0LDV4fPQoyv,"Who remained close?",3,3,childhood-reflection,"Childhood Reflection",44,"Preschool > Childhood Reflection > Who remained close?"
dedication,MBTG2N5NqHpTmO8CNyjF,"Dedication",4,4,what-was-she-like-when-she-was,"What was she like when she was younger?",0,"Introduction > My Mother > What was she like when she was younger? > Dedication"
what-values-do-you-hope-endure,MDJPoepC9y4kz0N3Nsk7,"What values do you hope endure?",3,3,legacy,"Legacy",1,"THEMES > Legacy > What values do you hope endure?"
what-mistakes-taught-you,MJ5iqc1N0xptCiExmytP,"What mistakes taught you?",3,3,financial,"Financial",22,"THEMES > Financial > What mistakes taught you?"
how-did-you-teach-children,MJ64VurHLBN2rpT4XOCl,"How did you teach children about money?",3,3,financial,"Financial",24,"THEMES > Financial > How did you teach children about money?"
she-loved-to-fish,MM5fyUgXg5xUzikzsRuq,"She Loved to Fish",4,4,what-stories-do-you-remember,"What stories do you remember about her?",5,"Introduction > My Paternal Grandmother > What stories do you remember about her? > She Loved to Fish"
when-was-your-first-girlfriend,MMC3uXM6GD6BOjJexEro,"When was your first girlfriend?",3,3,relationships,"Relationships",0,"THEMES > Relationships > When was your first girlfriend?"
how-did-you-handle-finances,MOIGWXPH7cUbaH4eiPHl,"How did you handle finances?",3,3,financial,"Financial",9,"THEMES > Financial > How did you handle finances?"
caf-con-leche,MOacT4fKraS03ijZMXpl,"Caf� con Leche",4,4,how-did-you-choose-a-major,"How did you choose a major?",10,"Adulthood > Graduate School > How did you choose a major? > Caf� con Leche"
did-you-have-braces,MRTICgZB2MZxAptYxzpg,"Did you have braces?",3,3,miscellaneous,"Miscellaneous",15,"THEMES > Miscellaneous > Did you have braces?"
what-new-skills-did-you-learn,MUzS9Sf7BAgFJDfmrslO,"What new skills did you learn?",3,3,childhood-reflection,"Childhood Reflection",25,"Preschool > Childhood Reflection > What new skills did you learn?"
2008,MVlI7cTmOaiEm2jsq6vx,"2008",4,4,the-2000-s,"The
2000�s",8,"The Decades > The
2000�s > 2008"
how-did-parenting-influence,Mb3M0XQSrzbxzGfN6ebc,"How did parenting influence you?",3,3,parenthood,"Parenthood",9,"Adulthood > Parenthood > How did parenting influence you?"
